Index,Country,Scope,Jurisdiction,Type of Law,Product Type,Application,Ordinance,Hyperlink to Ordinance
730,United States,Local,Pacific Grove,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f3f8e4b0a85929a75618/1434579960041/PacificGrove.pdf
731,United States,Local,Pacifica,Ban,EPS,"Restaurant, Retail",link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/56a67cc1fd5d08a3e9a11746/1453751490164/Ordinance+767+Sustainable+Food+Service+Ware.pdf
732,United States,Local,Pacifica,Ban,Straw,Restaurant,link,http://pacificacityca.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame&MeetingID=1236&MediaPosition&ID=2755&CssClass&fbclid=IwAR1yXqo8d07tVVtqM8-AGu3rDXbIGl5ZCIjbVsV6OfiOoRxZk6jfvUTywN4
733,United States,Local,Pacifica,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f40be4b0a85929a75699/1434579979409/Pacifica.pdf
734,United States,Local,Palm Desert,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f42ae4b0a85929a75732/1434580010149/PalmDesert.pdf
735,United States,Local,Palm Springs,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f5f5e4b05b2c1b5d4277/1434580469464/PalmSprings.pdf
736,United States,Local,Palmer,Ban,Bag,Retail,link,http://www.baglaws.com/assets/pdf/alaska_palmer.pdf
737,United States,Local,Palo Alto,Ban,EPS,"Restaurant, Retail",link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/56a67d2789a60a96be9f69da/1453751592341/Polystyrene+Ord+5039+passed+051109.pdf
738,United States,Local,Palo Alto,Ban+Fee,Bag,"Retail, Restaurant",link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f603e4b05b2c1b5d42b7/1434580483293/Palo+Alto.pdf
739,United States,Local,Park City,Ban,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5a6a7523085229f51dc6c1c6/1516926244078/Park+City_Utah_Plastic+Bag+Ordinance.pdf
740,United States,Local,Pasadena,Ban,All Polystyrene,"Restaurant, Retail",link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/578e6fa0725e253f50f3fc0c/1468952481331/ORDINANCE-Item_AR_13-07182016.pdf
741,United States,Local,Pasadena,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f615e4b05b2c1b5d432e/1434580501674/Pasadena.pdf
742,United States,Local,Paso Robles,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f72ce4b05b2c1b5d4926/1434580780237/San+Luis+Obispo+County.pdf
743,United States,Local,Patchogue,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5a6a6f5a0d9297107f3f5559/1516924762639/Patchouge+Village_New+York_Plastic+Bag+ordinance.pdf
744,United States,Local,Pembroke,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/7c0bda06e1d4869c78bed23ff24fc65f?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
745,United States,Local,Petaluma,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581fa9fe4b0304163b07428/1434581663902/SomomaCounty.pdf
746,United States,Local,Pico Rivera,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f625e4b05b2c1b5d4397/1434580517153/Pico+Rivera.pdf
747,United States,Local,Piedmont,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55d6315be4b041c74fd09091/1440100699519/AC+Final+Ordinance.pdf
748,United States,Local,Pismo Beach,Ban,EPS,Government,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5671e7ca841aba577606fae9/1450305482988/Pismo+Beach+EPS+Staff+Report+%26+Ordinance.pdf
749,United States,Local,Pismo Beach,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f72ce4b05b2c1b5d4926/1434580780237/San+Luis+Obispo+County.pdf
750,United States,Local,Pittsburg,Ban,EPS,Restaurant,link,http://www.codepublishing.com/CA/Pittsburg/html/Pittsburg08/Pittsburg0806.html
751,United States,Local,Pittsburg,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f638e4b05b2c1b5d440c/1434580536532/pittsburg.pdf
752,United States,Local,Pittsfield,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/8782d31cc4785fea38e021261fe5ffdc?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
753,United States,Local,Pittsfield,Ban,EPS,Restaurant,link,http://nebula.wsimg.com/a48f31cd32d9c74e8e6d9887f50058aa?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
754,United States,Local,Plainville,ban,Bag,Retail,,
755,United States,Local,Pleasant Hill,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f649e4b05b2c1b5d4460/1434580553089/PleasantHill.pdf
756,United States,Local,Pleasanton,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/59160c6529687f6cdda4fff0/1494617189392/05_Pleasanton_Polystyrene_Ordinance_04162013.pdf
757,United States,Local,Pleasanton,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55d6315be4b041c74fd09091/1440100699519/AC+Final+Ordinance.pdf
758,United States,Local,Pleasantville,Ban+Fee,Bag,Retail,link,https://mail.google.com/mail/u/0/#inbox/KtbxLwgxDGsGBRkDJvMSvzSwWbgChfzQTL?projector=1&messagePartId=0.1
759,United States,Local,Plymouth,Ban,Bag,"Retail, Restaurant",link,http://www.baglaws.com/assets/pdf/massachusetts-plymouth.pdf
760,United States,Local,Point Pleasant Beach,Ban,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
761,United States,Local,Port Aransas,Ban+Fee,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
762,United States,Local,Port Royal,Ban,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
763,United States,Local,Port Townsend,Ban+Fee,Bag,Retail,link,http://www.campaignforrecycling.org/sites/default/files/BagOrdinance_PortTownsend.pdf
764,United States,Local,Portland,Ban,Bag,Restaurant,link,https://www.portlandoregon.gov/citycode/56750#cid_711119
765,United States,Local,Portland,Ban,Bag,Retail,link,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
766,United States,Local,Portland,Ban,EPS,Restaurant,link,https://portlandmaine.gov/2398/Polystyrene-Foam-Ban-FAQ
767,United States,Local,Portland,Ban,Straw,Restaurant,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
768,United States,Local,Portland,Fee,Bag,Retail,link,http://www.portlandmaine.gov/DocumentCenter/View/5874/Order-260-1314?bidId=
769,United States,Local,Portola Valley,Ban,EPS,Government,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/56a67e62b204d503480eaea7/1453751907817/eps_ord_portola+valley_42512.pdf
770,United States,Local,Portola Valley,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f65ae4b05b2c1b5d44d8/1434580570462/PortloaValley.pdf
771,United States,Local,Portsmouth,Ban,Bag,Retail,link,https://www.ecode360.com/33252366#33252366
772,United States,Local,Provincetown,Ban,All Polystyrene,"Retail, Restaurant",link,http://nebula.wsimg.com/4dec4eb94ed4fefa716c862559455d49?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
773,United States,Local,Provincetown,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/fdae7304552926846f45eed3999a7f5b?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
774,United States,Local,Provincetown,ban,EPS,Restaurant,link,http://nebula.wsimg.com/4dec4eb94ed4fefa716c862559455d49?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
775,United States,Local,Provincetown,Ban,Straw,"Retail, Restaurant",link,http://nebula.wsimg.com/a3d02e4bb176e16704d3f2e3f5ac2453?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
776,United States,Local,Quil Ceda,Ban,Bag,Retail,link,http://www.baglaws.com/assets/pdf/washington_quilcedavillage.pdf
777,United States,Local,Rahway,Ban,All Polystyrene,Restaurant,link,https://ecode360.com/9583911
778,United States,Local,Rancho Cucamonga,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/59160d32bebafbc841a4842c/1494617394646/06.b_Rancho_Cucamonga_02_Polystyrene_Ban_FLYER.pdf
779,United States,Local,Reading,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/0f2db7118766b727d0bae519e2592536?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
780,United States,Local,Red Bank,Ban,EPS,"Restaurant, Retail",,https://www.redbanknj.org/AgendaCenter/ViewFile/Item/4719?fileID=13669
781,United States,Local,Redwood City,Ban,EPS,"Restaurant, Retail",link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab5c3e4b00f5f81474349/1436202435574/RedwoodCity+EPS+Ordinance.pdf
782,United States,Local,Redwood City,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f66be4b05b2c1b5d4518/1434580587685/RedwoodCity.PDF
783,United States,Local,Revere,ban,Bag,Retail,,
784,United States,Local,Richmond,Ban,EPS,Restaurant,link,https://www.cawrecycles.org/s/Richmond-EPS-Ordinance.pdf
785,United States,Local,Richmond,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55dcb897e4b075dfe22cf05b/1440528535894/Richmond_bag_ord_approved.pdf
786,United States,Local,Rockland,Ban,Bag,Retail,link,http://www.baglaws.com/assets/pdf/maine-rockland.pdf
787,United States,Local,Rockport,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/68b8f55669a957c3b34802fffc16b48a?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
788,United States,Local,Rohnert Park,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581fa9fe4b0304163b07428/1434581663902/SomomaCounty.pdf
789,United States,Local,Ross,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f67ce4b05b2c1b5d457f/1434580604483/Ross.pdf
790,United States,Local,Rye,Ban,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55ad72d0e4b0d41522aa8dac/1437430480513/RyeNY_bagord.pdf
791,United States,Local,Rye Brook,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55ad72d0e4b0d41522aa8dac/1437430480513/RyeNY_bagord.pdf
792,United States,Local,Saco,Ban,Bag,Retail,link,https://www.nrcm.org/wp-content/uploads/2017/04/Sacobagordinance.pdf
793,United States,Local,Sacramento,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559b0585e4b05d22b1e6b5ba/1436223797509/Sac+Bag+Ord.pdf
794,United States,Local,Sacramento County,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/571faccc20c647b3b22bd924/1461693644612/Sac+County+Ordinance+3_22_16.PDF
795,United States,Local,Salem,Ban,Bag,"Retail, Restaurant",link,http://www.baglaws.com/assets/pdf/massachusetts-salem.pdf
796,United States,Local,Salem,Ban+Fee,Bag,Retail,link,https://salem.legistar.com/LegislationDetail.aspx?ID=3717787&GUID=558E3609-CC10-4F8C-A329-286FCF106FDD
797,United States,Local,Salinas,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab5ebe4b069786e96ac66/1436202475733/Salinas+EPS+Ordinance.pdf
798,United States,Local,Salinas,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f694e4b05b2c1b5d45d4/1434580628972/Salinas.pdf
799,United States,Local,San Anselmo,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f6c4e4b05b2c1b5d46e7/1434580676851/San+Anselmo.pdf
800,United States,Local,San Bruno,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/56a67ffea12f44bc6181d592/1453752319415/San+Bruno+poly_ordinance.pdf
801,United States,Local,San Bruno,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f6e1e4b05b2c1b5d477e/1434580705302/SanBruno.pdf
802,United States,Local,San Carlos,Ban,EPS,Restaurant,link,http://www.codepublishing.com/CA/SanCarlos/html/SanCarlos08/SanCarlos0827.html
803,United States,Local,San Carlos,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f6f6e4b05b2c1b5d47fc/1434580726627/SanCarlos.PDF
804,United States,Local,San Clemente,Ban,EPS,"Restaurant, Retail",link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/56a6809269a91ad273d84d76/1453752467353/EPS_SanClemente_Ord1533.pdf
805,United States,Local,San Diego,Ban,EPS,"Restaurant, Retail",link,https://www.cawrecycles.org/psordinancetable
806,United States,Local,San Diego,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/57a2657f6b8f5befdec86328/1470260607899/san+diego+ordinance+FINAL.PDF
807,United States,Local,San Francisco,Ban+Fee,Bag,"Retail, Restaurant",link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/56293e63e4b012fce68653ca/1445543523214/SF+amended+2012.pdf
808,United States,Local,San Francisco County,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab5ffe4b069786e96accb/1436202495904/San+Francisco+EPS+Ordinance.pdf
809,United States,Local,San Francisco County,Ban,Straw,Restaurant,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
810,United States,Local,San Jose,Ban,EPS,Government,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab60de4b069786e96ad39/1436202509417/San+jose+EPS+Ordinance.pdf
811,United States,Local,San Jose,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f71ae4b05b2c1b5d48bb/1434580762119/San+Jose.pdf
812,United States,Local,San Juan Capistrano,Ban,EPS,Restaurant,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
813,United States,Local,San Juan County,Ban,EPS,Restaurant,link,https://www.sanjuanco.com/DocumentCenter/View/2148/01-2010_Restricting-the-Use-of-Expanded-Polystyrene-Materials-in-Food-Servide-Containers-and-Providi?bidId=
814,United States,Local,San Leandro,Ban,EPS,"Restaurant, Retail",link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab64ee4b014bac5ec1980/1436202574887/SanLeandro+EPS+Ordinance.pdf
815,United States,Local,San Leandro,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55d6315be4b041c74fd09091/1440100699519/AC+Final+Ordinance.pdf
816,United States,Local,San Luis Obispo,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab621e4b069786e96adce/1436202529346/San+Luis+Opisbo+EPS+Ordinance.pdf
817,United States,Local,San Luis Obispo,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f72ce4b05b2c1b5d4926/1434580780237/San+Luis+Obispo+County.pdf
818,United States,Local,San Luis Obispo,Upon Request,Straw,Restaurant,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
819,United States,Local,San Luis Obispo County (unincorporated areas),Ban+Fee,Bag,Retail,link,http://www.iwma.com/admin/ordinances/Draft%20Single%20Use%20Bag%20Ordinance.pdf
820,United States,Local,San Marcos,Ban,EPS,"city parks, rivers",link,https://library.municode.com/tx/san_marcos/codes/code_of_ordinances?nodeId=SPAGEOR_CH58PUFAPARE_ART2PA#SPAGEOR_CH58PUFAPARE_ART2PA_S58.042STPRPR
821,United States,Local,San Mateo,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f948e4b0ab81730fd07c/1434581320184/SanMateoCity.pdf
822,United States,Local,San Mateo (City),Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab66ce4b07aaa857e528b/1436202604440/SanMateoCity+EPS+Ordinance.pdf
823,United States,Local,San Pablo,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/59160fc515d5dbbefa8fc70d/1494618059159/Ordinance+Language_Ban+Plastic+Foam+Products.pdf
824,United States,Local,San Pablo,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f969e4b0ab81730fd130/1434581353412/SanPablo.pdf
825,United States,Local,San Rafael,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab692e4b0c805c28afbc4/1436202642358/SanRafael+EPS+Ordinance.pdf
826,United States,Local,San Rafael,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f97be4b0ab81730fd1cc/1434581371160/SanRafael.pdf
827,United States,Local,Sandwich,Ban,Bag,"Retail, Restaurant",link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/583e05f7e4fcb5082fefacdb/1480459768468/Sandwish+MA.pdf
828,United States,Local,Santa Barbara,Ban,Straw,Restaurant,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
829,United States,Local,Santa Barbara City,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f99ce4b0f09e1208f760/1434581404469/SantaBarbara.pdf
830,United States,Local,Santa Clara (City),Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5968fe34f5e231a07d36a976/1500053044361/Santa+Clara_EPSOrdinance.pdf
831,United States,Local,Santa Clara City,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f9b6e4b07c609c098797/1434581430794/SantaClara.pdf
832,United States,Local,Santa Clara County (unincorporated areas),Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f9c8e4b07c609c098817/1434581448858/SantaClaraCounty.pdf
833,United States,Local,Santa Cruz,Ban,Straw,Restaurant,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
834,United States,Local,Santa Cruz (City),Ban,EPS,"Restaurant, Retail",link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab6ede4b0c805c28afdce/1436202733617/santa+cruz+city++EPS+Ordinance.pdf
835,United States,Local,Santa Cruz City,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f9dde4b07c609c0988b0/1434581469805/SantaCruz.pdf
836,United States,Local,Santa Cruz County (unincorporated areas),Ban+Fee,Bag,"Retail, Restaurant",link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55dcbc22e4b0c4421d2293f4/1440529442621/June242014_bagamend.pdf
837,United States,Local,Santa Fe,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55ad7250e4b051d73ba29566/1437430352232/SantaFe_bagord.pdf
838,United States,Local,Santa Monica,Ban,EPS,Restaurant,link,https://www.smgov.net/uploadedFiles/Departments/OSE/Business/SMMC_2216.pdf
839,United States,Local,Santa Monica,Ban,Straw,Restaurant,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
840,United States,Local,Santa Monica,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581fa02e4b07c609c098966/1434581506435/SantaMonica.pdf
841,United States,Local,Santa Rosa,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581fa16e4b07c609c098a11/1434581526913/SantaRosa.pdf
842,United States,Local,Saugus,Ban,Bag,"Retail, Restaurant",Link,https://www.saugus-ma.gov/sites/saugusma/files/uploads/finance_committee_report_-_atm_-_may_6_2019.pdf
843,United States,Local,Saugus,ban,EPS,Restaurant,,
844,United States,Local,Sausalito,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55ad79e8e4b0f510eab7e17c/1437432296310/SausalitoEPSOrdinance.pdf
845,United States,Local,Sausalito,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581fa31e4b07c609c098ac4/1434581553875/Sausalito.pdf
846,United States,Local,Scituate,Ban,Bag,"Retail, restaurants",link,http://nebula.wsimg.com/c52e00475b8193795699aaa968f83d1e?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
847,United States,Local,Scotts Valley,Ban,EPS,Restaurant,link,http://www.scottsvalley.org/downloads/Ordinance182.EnvironmentalPackaging.pdf
848,United States,Local,Sea Cliff,Ban+Fee,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
849,United States,Local,Sea Cliff Village,Ban,Straw,Restaurant,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
850,United States,Local,Seaside,Ban,EPS,Restaurant,link,https://seasidecityca.documents-on-demand.com
851,United States,Local,Seaside,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581fa47e4b07c609c098b3f/1434581575075/Seaside.pdf
852,United States,Local,Seattle,Ban,EPS,Restaurant,link,http://www.seattle.gov/Documents/Departments/SPU/Services/Recycling/FoodPackagingRequirementsFlyer.pdf
853,United States,Local,Seattle,Ban,Straw,Restaurant,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
854,United States,Local,Seattle,Ban+Fee,Bag,Retail,link,http://clerk.seattle.gov/search/results?s1=117345&Sect4=AND&l=MAX&Sect1=IMAGE&Sect2=THESON&Sect3=PLURON&Sect5=LEGI2&Sect6=HITOFF&d=LEGC&p=1&u=http%3A%2F%2Fclerk.seattle.gov%2F%7Epublic%2Flegisearch.htm&r=1&f=G
855,United States,Local,Sebastopol,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581fa9fe4b0304163b07428/1434581663902/SomomaCounty.pdf
856,United States,Local,Sharon,Ban,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
857,United States,Local,Shoreline,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55ad62cfe4b0500692b5b600/1437426383478/ShorelineWA_bagord.pdf
858,United States,Local,Shrewsbury,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/3a99546ea38b1e929e126134892cf70c?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
859,United States,Local,Shrewsbury,Ban,EPS,Restaurant,link,http://nebula.wsimg.com/7f3ca2197d0840159b4f2865f9502404?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
860,United States,Local,Silver City,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55ad727ee4b04963961f2664/1437430398429/silver.pdf
861,United States,Local,Silverton,Ban+Fee,Bag,Retail,link,http://www.baglaws.com/assets/pdf/oregon_silverton.pdf
862,United States,Local,Snohomish,Ban+Fee,Bag,Retail,link,https://snohomish.municipal.codes/SMC/8.21.020
863,United States,Local,Solana Beach,Ban,EPS,Government,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5632524ae4b02412b78ea418/1446138442277/SB+Polystyrene+ban+%28FINAL+for+adoption%29.pdf
864,United States,Local,Solana Beach,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581fa7fe4b0304163b07379/1434581631123/SolanaBeach.pdf
865,United States,Local,Soledad,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581fa8ee4b0304163b073c8/1434581646505/Soledad.pdf
866,United States,Local,Somers Point,Fee,Bag,Retail,link,https://www.ecode360.com/33637662
867,United States,Local,Somerville,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/3a99546ea38b1e929e126134892cf70c?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
868,United States,Local,Somerville,Ban,EPS,Restaurant,link,http://nebula.wsimg.com/bfefd3d27b4c87357627a689e647c114?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
869,United States,Local,Sonoma (City),Ban,EPS,Government,link,https://www.codepublishing.com/CA/Sonoma/#!/Sonoma07/Sonoma0730.html#7.30
870,United States,Local,Sonoma City,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581fa9fe4b0304163b07428/1434581663902/SomomaCounty.pdf
871,United States,Local,Sonoma County,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581fa9fe4b0304163b07428/1434581663902/SomomaCounty.pdf
872,United States,Local,South Hadley,Ban,Bag,"Retail, Restaurant",link,http://www.southhadley.org/AgendaCenter/ViewFile/Agenda/_05102017-2288
873,United States,Local,South Hadley,Ban,EPS,Restaurant,link,http://nebula.wsimg.com/7a36f519b50bdff117262be7d8191e23?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
